group,country,taxon,variable,measure,value
Marine fishes,Mexico,Groupers nei,On_Feed,ll,64.40877091489754
Marine fishes,Mexico,Groupers nei,On_Feed,ul,75.7995784899577
Marine fishes,Mexico,Groupers nei,FCR,mean,2.838946393442623
Marine fishes,Mexico,Groupers nei,FCR,sd,0.46441410638091196
Marine fishes,Mexico,Groupers nei,FCR,ll,2.114532493132807
Marine fishes,Mexico,Groupers nei,FCR,ul,4.647198519242827
Marine fishes,Mexico,Groupers nei,FM,mean,38.521223812430236
Marine fishes,Mexico,Groupers nei,FM,sd,1.9043094872952184
Marine fishes,Mexico,Groupers nei,FM,ll,33.149882321086594
Marine fishes,Mexico,Groupers nei,FM,ul,41.27852676050516
Marine fishes,Mexico,Groupers nei,FO,mean,8.636779271620924
Marine fishes,Mexico,Groupers nei,FO,sd,1.274033339074179
Marine fishes,Mexico,Groupers nei,FO,ll,7.13744018077081
Marine fishes,Mexico,Groupers nei,FO,ul,13.263253779463906
Marine fishes,Japan,Groupers nei,On_Feed,mean,63.625758240942105
Marine fishes,Japan,Groupers nei,On_Feed,sd,3.163234971045132
Marine fishes,Japan,Groupers nei,On_Feed,ll,64.3096066439815
Marine fishes,Japan,Groupers nei,On_Feed,ul,75.61864210153438
Marine fishes,Japan,Groupers nei,FCR,mean,2.8757091803278687
Marine fishes,Japan,Groupers nei,FCR,sd,0.4635920132418449
Marine fishes,Japan,Groupers nei,FCR,ll,2.113359564499129
Marine fishes,Japan,Groupers nei,FCR,ul,4.608371140582755
Marine fishes,Japan,Groupers nei,FM,mean,38.46288962070372
Marine fishes,Japan,Groupers nei,FM,sd,1.8692008299518443
Marine fishes,Japan,Groupers nei,FM,ll,32.99423236471272
Marine fishes,Japan,Groupers nei,FM,ul,41.35656531989688
Marine fishes,Japan,Groupers nei,FO,mean,8.665235337610115
Marine fishes,Japan,Groupers nei,FO,sd,1.301209037317719
Marine fishes,Japan,Groupers nei,FO,ll,6.987708075829943
Marine fishes,Japan,Groupers nei,FO,ul,13.420382538828129
Marine fishes,Croatia,Groupers nei,On_Feed,mean,63.71866893973158
Marine fishes,Croatia,Groupers nei,On_Feed,sd,3.2665576970952572
Marine fishes,Croatia,Groupers nei,On_Feed,ll,63.73039942997919
Marine fishes,Croatia,Groupers nei,On_Feed,ul,75.64925153131358
Marine fishes,Croatia,Groupers nei,FCR,mean,2.853963442622951
Marine fishes,Croatia,Groupers nei,FCR,sd,0.47700703987348553
Marine fishes,Croatia,Groupers nei,FCR,ll,2.098294366846586
Marine fishes,Croatia,Groupers nei,FCR,ul,4.62732168280539
Marine fishes,Croatia,Groupers nei,FM,mean,38.5208426494786
Marine fishes,Croatia,Groupers nei,FM,sd,1.8984381307721299
Marine fishes,Croatia,Groupers nei,FM,ll,32.94611018402218
Marine fishes,Croatia,Groupers nei,FM,ul,41.59006351732285
Marine fishes,Croatia,Groupers nei,FO,mean,8.669490487442692
Marine fishes,Croatia,Groupers nei,FO,sd,1.3257773205061052
Marine fishes,Croatia,Groupers nei,FO,ll,6.985773990769373
Marine fishes,Croatia,Groupers nei,FO,ul,13.289205163539695
Marine fishes,Tunisia,Groupers nei,On_Feed,mean,64.26140175815395
Marine fishes,Tunisia,Groupers nei,On_Feed,sd,3.1913892747900032
Marine fishes,Tunisia,Groupers nei,On_Feed,ll,63.70279028575871
Marine fishes,Tunisia,Groupers nei,On_Feed,ul,75.10825986744707
Marine fishes,Tunisia,Groupers nei,FCR,mean,2.73934
Marine fishes,Tunisia,Groupers nei,FCR,sd,0.44233744300447103
Marine fishes,Tunisia,Groupers nei,FCR,ll,2.2022832518261666
Marine fishes,Tunisia,Groupers nei,FCR,ul,4.847017372941007
Marine fishes,Tunisia,Groupers nei,FM,mean,38.441601537807905
Marine fishes,Tunisia,Groupers nei,FM,sd,1.8090820953261075
Marine fishes,Tunisia,Groupers nei,FM,ll,33.2450789648343
Marine fishes,Tunisia,Groupers nei,FM,ul,41.428531143392064
Marine fishes,Tunisia,Groupers nei,FO,mean,9.306133151101923
Marine fishes,Tunisia,Groupers nei,FO,sd,1.4133239189120057
Marine fishes,Tunisia,Groupers nei,FO,ll,6.465137067198995
Marine fishes,Tunisia,Groupers nei,FO,ul,11.958743198211186
Marine fishes,Greece,Groupers nei,On_Feed,mean,63.38046200260789
Marine fishes,Greece,Groupers nei,On_Feed,sd,3.247666904928596
Marine fishes,Greece,Groupers nei,On_Feed,ll,64.5201947473065
Marine fishes,Greece,Groupers nei,On_Feed,ul,76.09742446739097
Marine fishes,Greece,Groupers nei,FCR,mean,2.7247414754098362
Marine fishes,Greece,Groupers nei,FCR,sd,0.4428501878196502
Marine fishes,Greece,Groupers nei,FCR,ll,2.233089163245856
Marine fishes,Greece,Groupers nei,FCR,ul,5.255216071806123
Marine fishes,Greece,Groupers nei,FM,mean,38.39473525013767
Marine fishes,Greece,Groupers nei,FM,sd,1.8223619861242397
Marine fishes,Greece,Groupers nei,FM,ll,32.99409753355008
Marine fishes,Greece,Groupers nei,FM,ul,41.380705360163155
Marine fishes,Greece,Groupers nei,FO,mean,8.676600965091307
Marine fishes,Greece,Groupers nei,FO,sd,1.2801601881429523
Marine fishes,Greece,Groupers nei,FO,ll,6.984530634937653
Marine fishes,Greece,Groupers nei,FO,ul,13.133823868836355
Marine fishes,Spain,Groupers nei,On_Feed,mean,63.557288235060525
Marine fishes,Spain,Groupers nei,On_Feed,sd,3.016442476647363
Marine fishes,Spain,Groupers nei,On_Feed,ll,64.89766926503926
Marine fishes,Spain,Groupers nei,On_Feed,ul,75.69419269806687
Marine fishes,Spain,Groupers nei,FCR,mean,2.743980819672131
Marine fishes,Spain,Groupers nei,FCR,sd,0.4550633377746919
Marine fishes,Spain,Groupers nei,FCR,ll,2.17710959586359
Marine fishes,Spain,Groupers nei,FCR,ul,4.697899177412735
Marine fishes,Spain,Groupers nei,FM,mean,38.71775742836093
Marine fishes,Spain,Groupers nei,FM,sd,1.8789507615644883
Marine fishes,Spain,Groupers nei,FM,ll,32.5217295683173
Marine fishes,Spain,Groupers nei,FM,ul,41.08801533070788
Marine fishes,Spain,Groupers nei,FO,mean,8.619718682643153
Marine fishes,Spain,Groupers nei,FO,sd,1.2173490516036987
Marine fishes,Spain,Groupers nei,FO,ll,7.093339470885905
Marine fishes,Spain,Groupers nei,FO,ul,12.988974338626642
Marine fishes,Taiwan Province of China,Groupers nei,On_Feed,mean,63.62123950299474
Marine fishes,Taiwan Province of China,Groupers nei,On_Feed,sd,3.1310869304126596
Marine fishes,Taiwan Province of China,Groupers nei,On_Feed,ll,64.55890918241562
Marine fishes,Taiwan Province of China,Groupers nei,On_Feed,ul,76.10795269445637
Marine fishes,Taiwan Province of China,Groupers nei,FCR,mean,2.7385618032786887
Marine fishes,Taiwan Province of China,Groupers nei,FCR,sd,0.42601757810391633
Marine fishes,Taiwan Province of China,Groupers nei,FCR,ll,2.2224066735348265
Marine fishes,Taiwan Province of China,Groupers nei,FCR,ul,4.918117267075363
Marine fishes,Taiwan Province of China,Groupers nei,FM,mean,38.68656156312651
Marine fishes,Taiwan Province of China,Groupers nei,FM,sd,1.7918256045351102
Marine fishes,Taiwan Province of China,Groupers nei,FM,ll,32.76216095112484
Marine fishes,Taiwan Province of China,Groupers nei,FM,ul,41.092785320993165
Marine fishes,Taiwan Province of China,Groupers nei,FO,mean,8.59129303168977
Marine fishes,Taiwan Province of China,Groupers nei,FO,sd,1.3160345289962843
Marine fishes,Taiwan Province of China,Groupers nei,FO,ll,7.153069721362119
Marine fishes,Taiwan Province of China,Groupers nei,FO,ul,13.547497836560012
Marine fishes,Norway,Groupers nei,On_Feed,mean,63.38521418394737
Marine fishes,Norway,Groupers nei,On_Feed,sd,3.15110823721113
Marine fishes,Norway,Groupers nei,On_Feed,ll,64.69334056550242
Marine fishes,Norway,Groupers nei,On_Feed,ul,76.09266762016816
Marine fishes,Norway,Groupers nei,FCR,mean,2.7789662295081965
Marine fishes,Norway,Groupers nei,FCR,sd,0.43328411471175754
Marine fishes,Norway,Groupers nei,FCR,ll,2.225091862293639
Marine fishes,Norway,Groupers nei,FCR,ul,4.717413694501851
Marine fishes,Norway,Groupers nei,FM,mean,38.59504881802977
Marine fishes,Norway,Groupers nei,FM,sd,1.924076970659152
Marine fishes,Norway,Groupers nei,FM,ll,32.46786497591905
Marine fishes,Norway,Groupers nei,FM,ul,41.321252092610735
Marine fishes,Norway,Groupers nei,FO,mean,8.744012052920347
Marine fishes,Norway,Groupers nei,FO,sd,1.259317021933718
Marine fishes,Norway,Groupers nei,FO,ll,7.036034128825192
Marine fishes,Norway,Groupers nei,FO,ul,12.919663547566458
Marine fishes,United States of America,Groupers nei,On_Feed,mean,63.70556456232105
Marine fishes,United States of America,Groupers nei,On_Feed,sd,3.174273571843753
Marine fishes,United States of America,Groupers nei,On_Feed,ll,64.19383260169373
Marine fishes,United States of America,Groupers nei,On_Feed,ul,75.61453663726095
Marine fishes,United States of America,Groupers nei,FCR,mean,2.72914737704918
Marine fishes,United States of America,Groupers nei,FCR,sd,0.45464399440150904
Marine fishes,United States of America,Groupers nei,FCR,ll,2.1886528288481917
Marine fishes,United States of America,Groupers nei,FCR,ul,4.872261272028444
Marine fishes,United States of America,Groupers nei,FM,mean,38.42871145552837
Marine fishes,United States of America,Groupers nei,FM,sd,1.9591812920723963
Marine fishes,United States of America,Groupers nei,FM,ll,32.80288245013099
Marine fishes,United States of America,Groupers nei,FM,ul,41.55651273935768
Marine fishes,United States of America,Groupers nei,FO,mean,8.734393207901268
Marine fishes,United States of America,Groupers nei,FO,sd,1.3201902745910379
Marine fishes,United States of America,Groupers nei,FO,ll,6.949125045140937
Marine fishes,United States of America,Groupers nei,FO,ul,13.46379369456233
Marine fishes,United Kingdom,Groupers nei,On_Feed,mean,63.365749598817104
Marine fishes,United Kingdom,Groupers nei,On_Feed,sd,3.1252931844407184
Marine fishes,United Kingdom,Groupers nei,On_Feed,ll,64.38664889779916
Marine fishes,United Kingdom,Groupers nei,On_Feed,ul,76.00245734410395
Marine fishes,United Kingdom,Groupers nei,FCR,mean,2.7692360655737707
Marine fishes,United Kingdom,Groupers nei,FCR,sd,0.450704625531384
Marine fishes,United Kingdom,Groupers nei,FCR,ll,2.1984758670867155
Marine fishes,United Kingdom,Groupers nei,FCR,ul,4.752650579416853
Marine fishes,United Kingdom,Groupers nei,FM,mean,38.70940807215582
Marine fishes,United Kingdom,Groupers nei,FM,sd,1.816113327292557
Marine fishes,United Kingdom,Groupers nei,FM,ll,32.739100163226844
Marine fishes,United Kingdom,Groupers nei,FM,ul,40.9817641151742
Marine fishes,United Kingdom,Groupers nei,FO,mean,8.76226824867423
Marine fishes,United Kingdom,Groupers nei,FO,sd,1.30459671996129
Marine fishes,United Kingdom,Groupers nei,FO,ll,6.909209262497566
Marine fishes,United Kingdom,Groupers nei,FO,ul,13.497150232503568
Marine fishes,Other countries,Groupers nei,On_Feed,mean,63.63984651733947
Marine fishes,Other countries,Groupers nei,On_Feed,sd,3.0831553687661235
Marine fishes,Other countries,Groupers nei,On_Feed,ll,64.09682164654171
Marine fishes,Other countries,Groupers nei,On_Feed,ul,75.88192753269445
Marine fishes,Other countries,Groupers nei,FCR,mean,2.7285875409836065
Marine fishes,Other countries,Groupers nei,FCR,sd,0.4394008244731714
Marine fishes,Other countries,Groupers nei,FCR,ll,2.2168586488220177
Marine fishes,Other countries,Groupers nei,FCR,ul,4.67427915428289
Marine fishes,Other countries,Groupers nei,FM,mean,38.020301703010695
Marine fishes,Other countries,Groupers nei,FM,sd,1.9599211751808654
Marine fishes,Other countries,Groupers nei,FM,ll,33.11323313742489
Marine fishes,Other countries,Groupers nei,FM,ul,41.962738022087095
Marine fishes,Other countries,Groupers nei,FO,mean,8.38689859528377
Marine fishes,Other countries,Groupers nei,FO,sd,1.3130184279943795
Marine fishes,Other countries,Groupers nei,FO,ll,7.264948425940217
Marine fishes,Other countries,Groupers nei,FO,ul,13.838150503656927
Marine fishes,Egypt,Groupers nei,On_Feed,mean,63.422094427317106
Marine fishes,Egypt,Groupers nei,On_Feed,sd,3.049379496691011
Marine fishes,Egypt,Groupers nei,On_Feed,ll,64.48161883311201
Marine fishes,Egypt,Groupers nei,On_Feed,ul,75.80214268785555
Marine fishes,Egypt,Groupers nei,FCR,mean,2.7672954098360654
Marine fishes,Egypt,Groupers nei,FCR,sd,0.42976511677168777
Marine fishes,Egypt,Groupers nei,FCR,ll,2.2172090302867034
Marine fishes,Egypt,Groupers nei,FCR,ul,4.709287736972507
Marine fishes,Egypt,Groupers nei,FM,mean,38.12087649520791
Marine fishes,Egypt,Groupers nei,FM,sd,1.9546945995355554
Marine fishes,Egypt,Groupers nei,FM,ll,32.99698735006756
Marine fishes,Egypt,Groupers nei,FM,ul,41.760977882523726
Marine fishes,Egypt,Groupers nei,FO,mean,8.527620195860539
Marine fishes,Egypt,Groupers nei,FO,sd,1.2400528090951692
Marine fishes,Egypt,Groupers nei,FO,ll,7.143739676523296
Marine fishes,Egypt,Groupers nei,FO,ul,12.95375341966624
Marine fishes,World,"Porgies, seabreams
nei",On_Feed,mean,63.48595525864869
Marine fishes,World,"Porgies, seabreams
nei",On_Feed,sd,3.008636680151727
Marine fishes,World,"Porgies, seabreams
nei",On_Feed,ll,64.78833475196242
Marine fishes,World,"Porgies, seabreams
nei",On_Feed,ul,75.49067955891307
Marine fishes,World,"Porgies, seabreams
nei",FCR,mean,2.7607860655737704
Marine fishes,World,"Porgies, seabreams
nei",FCR,sd,0.44879525873423926
Marine fishes,World,"Porgies, seabreams
nei",FCR,ll,2.214333269194064
Marine fishes,World,"Porgies, seabreams
nei",FCR,ul,4.968916669822727
Marine fishes,World,"Porgies, seabreams
nei",FM,mean,38.43069959782279
Marine fishes,World,"Porgies, seabreams
nei",FM,sd,1.8563100414117388
Marine fishes,World,"Porgies, seabreams
nei",FM,ll,33.0505311633914
Marine fishes,World,"Porgies, seabreams
nei",FM,ul,41.422892078315556
Marine fishes,World,"Porgies, seabreams
nei",FO,mean,8.619081573002193
Marine fishes,World,"Porgies, seabreams
nei",FO,sd,1.3395530833183313
Marine fishes,World,"Porgies, seabreams
nei",FO,ll,7.043916094699782
Marine fishes,World,"Porgies, seabreams
nei",FO,ul,13.43857436213981
Marine fishes,Australia,"Porgies, seabreams
nei",On_Feed,mean,63.860168585465786
Marine fishes,Australia,"Porgies, seabreams
nei",On_Feed,sd,2.942983091854519
Marine fishes,Australia,"Porgies, seabreams
nei",On_Feed,ll,64.31928573346606
Marine fishes,Australia,"Porgies, seabreams
nei",On_Feed,ul,75.16259352859208
Marine fishes,Australia,"Porgies, seabreams
nei",FCR,mean,2.8128060655737706
Marine fishes,Australia,"Porgies, seabreams
nei",FCR,sd,0.46333573205054757
Marine fishes,Australia,"Porgies, seabreams
nei",FCR,ll,2.1913906375517103
Marine fishes,Australia,"Porgies, seabreams
nei",FCR,ul,4.934050752694281
Marine fishes,Australia,"Porgies, seabreams
nei",FM,mean,38.367977436800466
Marine fishes,Australia,"Porgies, seabreams
nei",FM,sd,1.835481097927089
Marine fishes,Australia,"Porgies, seabreams
nei",FM,ll,32.67244256173544
Marine fishes,Australia,"Porgies, seabreams
nei",FM,ul,41.43881684346552
Marine fishes,Australia,"Porgies, seabreams
nei",FO,mean,8.693788364044885
Marine fishes,Australia,"Porgies, seabreams
nei",FO,sd,1.2637313928456522
Marine fishes,Australia,"Porgies, seabreams
nei",FO,ll,7.015729154350259
Marine fishes,Australia,"Porgies, seabreams
nei",FO,ul,13.383050277606241
Marine fishes,France,"Porgies, seabreams
nei",On_Feed,mean,64.05128143632237
Marine fishes,France,"Porgies, seabreams
nei",On_Feed,sd,3.0076398474418675
Marine fishes,France,"Porgies, seabreams
nei",On_Feed,ll,64.27390954465633
Marine fishes,France,"Porgies, seabreams
nei",On_Feed,ul,75.10864258846819
Marine fishes,France,"Porgies, seabreams
nei",FCR,mean,2.723903770491803
Marine fishes,France,"Porgies, seabreams
nei",FCR,sd,0.42443308181908657
Marine fishes,France,"Porgies, seabreams
nei",FCR,ll,2.2966018496918155
Marine fishes,France,"Porgies, seabreams
nei",FCR,ul,4.997365014695662
Marine fishes,France,"Porgies, seabreams
nei",FM,mean,38.55835471978186
Marine fishes,France,"Porgies, seabreams
nei",FM,sd,1.8683367302459402
Marine fishes,France,"Porgies, seabreams
nei",FM,ll,32.77357022423602
Marine fishes,France,"Porgies, seabreams
nei",FM,ul,41.23354989785361
Marine fishes,France,"Porgies, seabreams
nei",FO,mean,8.603329240065731
Marine fishes,France,"Porgies, seabreams
nei",FO,sd,1.2631183847491139
Marine fishes,France,"Porgies, seabreams
nei",FO,ll,7.168973960935598
Marine fishes,France,"Porgies, seabreams
nei",FO,ul,13.650850937594775
Marine fishes,China,"Porgies, seabreams
nei",On_Feed,mean,61.49242277520526
Marine fishes,China,"Porgies, seabreams
nei",On_Feed,sd,3.148519746578964
Marine fishes,China,"Porgies, seabreams
nei",On_Feed,ll,66.74783510557975
Marine fishes,China,"Porgies, seabreams
nei",On_Feed,ul,77.43959029082589
Marine fishes,China,"Porgies, seabreams
nei",FCR,mean,2.650642786885246
Marine fishes,China,"Porgies, seabreams
nei",FCR,sd,0.42598492878491917
Marine fishes,China,"Porgies, seabreams
nei",FCR,ll,2.3259804421850387
Marine fishes,China,"Porgies, seabreams
nei",FCR,ul,5.273228227858386
Marine fishes,China,"Porgies, seabreams
nei",FM,mean,39.13160771415488
Marine fishes,China,"Porgies, seabreams
nei",FM,sd,1.7690756087506847
Marine fishes,China,"Porgies, seabreams
nei",FM,ll,31.51451260091651
Marine fishes,China,"Porgies, seabreams
nei",FM,ul,40.621236502179755
Marine fishes,China,"Porgies, seabreams
nei",FO,mean,8.532836079327192
Marine fishes,China,"Porgies, seabreams
nei",FO,sd,1.28794906043073
Marine fishes,China,"Porgies, seabreams
nei",FO,ll,7.147506679716351
Marine fishes,China,"Porgies, seabreams
nei",FO,ul,13.497000237959032
Marine fishes,Mexico,"Porgies, seabreams
nei",On_Feed,mean,63.70569028545
Marine fishes,Mexico,"Porgies, seabreams
nei",On_Feed,sd,3.0241413669884176
Marine fishes,Mexico,"Porgies, seabreams
nei",On_Feed,ll,64.56010333934125
Marine fishes,Mexico,"Porgies, seabreams
nei",On_Feed,ul,75.27209786949787
Marine fishes,Mexico,"Porgies, seabreams
nei",FCR,mean,2.795339180327869
Marine fishes,Mexico,"Porgies, seabreams
nei",FCR,sd,0.44690286950811414
Marine fishes,Mexico,"Porgies, seabreams
nei",FCR,ll,2.1960545595407415
Marine fishes,Mexico,"Porgies, seabreams
nei",FCR,ul,4.733730255759807
Marine fishes,Mexico,"Porgies, seabreams
nei",FM,mean,38.49924109249116
Marine fishes,Mexico,"Porgies, seabreams
nei",FM,sd,1.9086417017281354
Marine fishes,Mexico,"Porgies, seabreams
nei",FM,ll,32.525808520706946
Marine fishes,Mexico,"Porgies, seabreams
nei",FM,ul,41.40672809259512
Marine fishes,Mexico,"Porgies, seabreams
nei",FO,mean,8.662578676332116
Marine fishes,Mexico,"Porgies, seabreams
nei",FO,sd,1.3224860055691356
Marine fishes,Mexico,"Porgies, seabreams
nei",FO,ll,6.915732014740325
Marine fishes,Mexico,"Porgies, seabreams
nei",FO,ul,12.874675741032714
Marine fishes,Japan,"Porgies, seabreams
nei",On_Feed,mean,63.67891649658947
Marine fishes,Japan,"Porgies, seabreams
nei",On_Feed,sd,3.180076251483316
Marine fishes,Japan,"Porgies, seabreams
nei",On_Feed,ll,64.15939433740542
Marine fishes,Japan,"Porgies, seabreams
nei",On_Feed,ul,75.706834651877
Marine fishes,Japan,"Porgies, seabreams
nei",FCR,mean,2.8490249180327867
Marine fishes,Japan,"Porgies, seabreams
nei",FCR,sd,0.44873508047856936
Marine fishes,Japan,"Porgies, seabreams
nei",FCR,ll,2.158299963132819
Marine fishes,Japan,"Porgies, seabreams
nei",FCR,ul,4.306045992407839
Marine fishes,Japan,"Porgies, seabreams
nei",FM,mean,38.46840935974558
Marine fishes,Japan,"Porgies, seabreams
nei",FM,sd,1.9396025112423536
Marine fishes,Japan,"Porgies, seabreams
nei",FM,ll,32.7968181030114
Marine fishes,Japan,"Porgies, seabreams
nei",FM,ul,41.470387182100765
Marine fishes,Japan,"Porgies, seabreams
nei",FO,mean,8.651320388735616
Marine fishes,Japan,"Porgies, seabreams
nei",FO,sd,1.297615113100204
Marine fishes,Japan,"Porgies, seabreams
nei",FO,ll,7.075208148393592
Marine fishes,Japan,"Porgies, seabreams
nei",FO,ul,13.63090093201208
Marine fishes,Croatia,"Porgies, seabreams
nei",On_Feed,mean,63.69485160941447
Marine fishes,Croatia,"Porgies, seabreams
nei",On_Feed,sd,2.9398737857572113
Marine fishes,Croatia,"Porgies, seabreams
nei",On_Feed,ll,65.0514988435103
Marine fishes,Croatia,"Porgies, seabreams
nei",On_Feed,ul,75.40101092943145
Marine fishes,Croatia,"Porgies, seabreams
nei",FCR,mean,2.8776132786885245
Marine fishes,Croatia,"Porgies, seabreams
nei",FCR,sd,0.4593406899031291
Marine fishes,Croatia,"Porgies, seabreams
nei",FCR,ll,2.1065016425650707
Marine fishes,Croatia,"Porgies, seabreams
nei",FCR,ul,4.352130265034152
Marine fishes,Croatia,"Porgies, seabreams
nei",FM,mean,38.39053576653488
Marine fishes,Croatia,"Porgies, seabreams
nei",FM,sd,1.8398286991116202
Marine fishes,Croatia,"Porgies, seabreams
nei",FM,ll,32.801492459120524
Marine fishes,Croatia,"Porgies, seabreams
nei",FM,ul,41.44178255669375
Marine fishes,Croatia,"Porgies, seabreams
nei",FO,mean,8.667350803771424
Marine fishes,Croatia,"Porgies, seabreams
nei",FO,sd,1.3473993126613035
Marine fishes,Croatia,"Porgies, seabreams
nei",FO,ll,7.042196422301261
Marine fishes,Croatia,"Porgies, seabreams
nei",FO,ul,13.548455560346436
Marine fishes,Tunisia,"Porgies, seabreams
nei",On_Feed,mean,64.29922605257369
Marine fishes,Tunisia,"Porgies, seabreams
nei",On_Feed,sd,3.1578039564372684
Marine fishes,Tunisia,"Porgies, seabreams
nei",On_Feed,ll,63.73498171466392
Marine fishes,Tunisia,"Porgies, seabreams
nei",On_Feed,ul,75.1271543257395
Marine fishes,Tunisia,"Porgies, seabreams
nei",FCR,mean,2.7281734426229507
Marine fishes,Tunisia,"Porgies, seabreams
nei",FCR,sd,0.43594416991717866
Marine fishes,Tunisia,"Porgies, seabreams
nei",FCR,ll,2.2003530272412455
Marine fishes,Tunisia,"Porgies, seabreams
nei",FCR,ul,4.772900150790438
Marine fishes,Tunisia,"Porgies, seabreams
nei",FM,mean,38.52790628536977
Marine fishes,Tunisia,"Porgies, seabreams
nei",FM,sd,1.8410630887925343
Marine fishes,Tunisia,"Porgies, seabreams
nei",FM,ll,32.84247661600139
Marine fishes,Tunisia,"Porgies, seabreams
nei",FM,ul,41.18412533448201
Marine fishes,Tunisia,"Porgies, seabreams
nei",FO,mean,9.358283777945923
Marine fishes,Tunisia,"Porgies, seabreams
nei",FO,sd,1.4117871099466237
Marine fishes,Tunisia,"Porgies, seabreams
nei",FO,ll,6.491438809914795
Marine fishes,Tunisia,"Porgies, seabreams
nei",FO,ul,12.232494420411223
Marine fishes,Greece,"Porgies, seabreams
nei",On_Feed,mean,63.72018229901579
Marine fishes,Greece,"Porgies, seabreams
nei",On_Feed,sd,3.0970489950688442
Marine fishes,Greece,"Porgies, seabreams
nei",On_Feed,ll,64.08798278977274
Marine fishes,Greece,"Porgies, seabreams
nei",On_Feed,ul,75.45212984723271
Marine fishes,Greece,"Porgies, seabreams
nei",FCR,mean,2.7285203278688526
Marine fishes,Greece,"Porgies, seabreams
nei",FCR,sd,0.44164498081341635
Marine fishes,Greece,"Porgies, seabreams
nei",FCR,ll,2.198837280178058
Marine fishes,Greece,"Porgies, seabreams
nei",FCR,ul,4.957110308322315
Marine fishes,Greece,"Porgies, seabreams
nei",FM,mean,38.30328798711675
Marine fishes,Greece,"Porgies, seabreams
nei",FM,sd,1.8660456025881358
Marine fishes,Greece,"Porgies, seabreams
nei",FM,ll,32.98844964822217
Marine fishes,Greece,"Porgies, seabreams
nei",FM,ul,41.59377809907059
Marine fishes,Greece,"Porgies, seabreams
nei",FO,mean,8.692123736038193
Marine fishes,Greece,"Porgies, seabreams
nei",FO,sd,1.2968964623994756
Marine fishes,Greece,"Porgies, seabreams
nei",FO,ll,6.9263889214891385
Marine fishes,Greece,"Porgies, seabreams
nei",FO,ul,13.23423662422606
Marine fishes,Spain,"Porgies, seabreams
nei",On_Feed,mean,63.71599258455658
Marine fishes,Spain,"Porgies, seabreams
nei",On_Feed,sd,3.074132777662294
Marine fishes,Spain,"Porgies, seabreams
nei",On_Feed,ll,64.0350434972155
Marine fishes,Spain,"Porgies, seabreams
nei",On_Feed,ul,75.63319231407947
Marine fishes,Spain,"Porgies, seabreams
nei",FCR,mean,2.7542049180327868
Marine fishes,Spain,"Porgies, seabreams
nei",FCR,sd,0.4415808124427503
Marine fishes,Spain,"Porgies, seabreams
nei",FCR,ll,2.221091759902575
Marine fishes,Spain,"Porgies, seabreams
nei",FCR,ul,4.843310010497129
Marine fishes,Spain,"Porgies, seabreams
nei",FM,mean,38.582166943284186
Marine fishes,Spain,"Porgies, seabreams
nei",FM,sd,1.8870235242019466
Marine fishes,Spain,"Porgies, seabreams
nei",FM,ll,32.7346449830765
Marine fishes,Spain,"Porgies, seabreams
nei",FM,ul,41.38443164147361
Marine fishes,Spain,"Porgies, seabreams
nei",FO,mean,8.67399716715623
Marine fishes,Spain,"Porgies, seabreams
nei",FO,sd,1.2463337871160105
Marine fishes,Spain,"Porgies, seabreams
nei",FO,ll,7.033743511675556
Marine fishes,Spain,"Porgies, seabreams
nei",FO,ul,12.977039771356278
Marine fishes,Taiwan Province of China,"Porgies, seabreams
nei",On_Feed,mean,63.63202243845263
Marine fishes,Taiwan Province of China,"Porgies, seabreams
nei",On_Feed,sd,3.051034583778599
Marine fishes,Taiwan Province of China,"Porgies, seabreams
nei",On_Feed,ll,64.41770908435339
Marine fishes,Taiwan Province of China,"Porgies, seabreams
nei",On_Feed,ul,75.3792203665322
Marine fishes,Taiwan Province of China,"Porgies, seabreams
nei",FCR,mean,2.747332786885246
Marine fishes,Taiwan Province of China,"Porgies, seabreams
nei",FCR,sd,0.44362483237011874
Marine fishes,Taiwan Province of China,"Porgies, seabreams
nei",FCR,ll,2.223219937649449
Marine fishes,Taiwan Province of China,"Porgies, seabreams
nei",FCR,ul,4.688313739631836
Marine fishes,Taiwan Province of China,"Porgies, seabreams
nei",FM,mean,38.6344711520507
Marine fishes,Taiwan Province of China,"Porgies, seabreams
nei",FM,sd,1.8993890311394792
Marine fishes,Taiwan Province of China,"Porgies, seabreams
nei",FM,ll,32.47313613123651
Marine fishes,Taiwan Province of China,"Porgies, seabreams
nei",FM,ul,41.25419307777171
Marine fishes,Taiwan Province of China,"Porgies, seabreams
nei",FO,mean,8.687005132112962
Marine fishes,Taiwan Province of China,"Porgies, seabreams
nei",FO,sd,1.2714530958839714
Marine fishes,Taiwan Province of China,"Porgies, seabreams
nei",FO,ll,7.157424927156628
Marine fishes,Taiwan Province of China,"Porgies, seabreams
nei",FO,ul,13.24620875155269
Marine fishes,Norway,"Porgies, seabreams
nei",On_Feed,mean,63.79547081691974
Marine fishes,Norway,"Porgies, seabreams
nei",On_Feed,sd,3.020665200450186
Marine fishes,Norway,"Porgies, seabreams
nei",On_Feed,ll,64.3058156232573
Marine fishes,Norway,"Porgies, seabreams
nei",On_Feed,ul,75.38898337578591
Marine fishes,Norway,"Porgies, seabreams
nei",FCR,mean,2.783357868852459
Marine fishes,Norway,"Porgies, seabreams
nei",FCR,sd,0.45666259181460517
