Species,SciName,SpeciesGroup,On_Feed,FCR,FM,FO,Year,Area,DataType,Predicted,Source,Updated in,Notes,On_Feed_SD,FCR_SD,FM_SD,FO_SD,On_Feed_LL,FCR_LL,FM_LL,FO_LL,On_Feed_UL,FCR_UL,FM_UL,FO_UL
,,Trouts,100,1.3,30,20,2008,Canada,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,25,15,,,35,25
,,Trouts,100,1.3,20,12.5,2008,Mexico,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,15,10,,,25,15
,,Trouts,100,1.3,30,11,2008,Greece,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,20,7,,,40,15
,,Trouts,100,1.3,29,12.5,2008,Argentina,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,18,5,,,40,20
,,Trouts,100,1.3,24.44497342,15.45776933,2008,Other countries,Average,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,22.25049488,15.0514,,,26.63945196,15.86413866
,,Trouts,100,1.3,24.44497342,15.45776933,2008,World,Average,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,22.25049488,15.0514,,,26.63945196,15.86413866
,,Shrimps,95,1.6,27.5,1.5,2008,China,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,25,1,,,30,2
,,Shrimps,95,1.6,12.5,0,2008,Ecuador,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,5,0,,,20,0
,,Shrimps,95,1.6,25,2.5,2008,India,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,20,2,,,30,3
,,Shrimps,95,1.6,16,4.5,2008,Mexico,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,12,3,,,20,6
,,Shrimps,95,1.6,12.5,3,2008,Nicaragua,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,12.5,3,,,12.5,3
,,Shrimps,95,1.6,22,4,2008,"Venezuela, Boliv Rep of",Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,22,4,,,22,4
,,Shrimps,95,1.6,30,3.5,2008,Australia,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,20,2,,,40,5
,,Shrimps,95,1.6,35,7,2008,United States of America,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,30,5,,,40,9
,,Shrimps,95,1.6,24.83432656,1.586537037,2008,Other countries,Average,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,21.54263753,1.094037449,,,28.1260156,2.079036626
,,Shrimps,95,1.6,24.83432656,1.586537037,2008,World,Average,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,21.54263753,1.094037449,,,28.1260156,2.079036626
,,Marine fishes,73,1.9,35,5,2008,China,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,All marine + barramundi but excluding mugilidae,,,,,,,20,5,,,50,5
,,Marine fishes,73,1.9,30,11,2008,Greece,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,All marine + barramundi but excluding mugilidae,,,,,,,20,11,,,40,15
,,Marine fishes,73,1.9,54.5,9.5,2008,Spain,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,All marine + barramundi but excluding mugilidae,,,,,,,45,7,,,64,12
,,Marine fishes,73,1.9,57.5,7,2008,Taiwan Province of China,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,All marine + barramundi but excluding mugilidae,,,,,,,50,6,,,65,8
,,Marine fishes,73,1.9,50,12,2008,Norway,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,All marine + barramundi but excluding mugilidae,,,,,,,50,12,,,50,12
,,Marine fishes,73,1.9,30,12.5,2008,Australia,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,All marine + barramundi but excluding mugilidae,,,,,,,20,5,,,40,20
,,Marine fishes,73,1.9,25,7.5,2008,France,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,All marine + barramundi but excluding mugilidae,,,,,,,20,5,,,30,10
,,Marine fishes,73,1.9,30,12.5,2008,United States of America,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,All marine + barramundi but excluding mugilidae,,,,,,,20,5,,,40,20
,,Marine fishes,73,1.9,60,15,2008,United Kingdom,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,All marine + barramundi but excluding mugilidae,,,,,,,60,15,,,60,15
,,Marine fishes,73,1.9,36.49256106,6.037656711,2008,Other countries,Average,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,All marine + barramundi but excluding mugilidae,,,,,,,22.89296027,5.798395575,,,50.09216185,6.619313071
,,Marine fishes,73,1.9,36.49256106,6.037656711,2008,World,Average,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,All marine + barramundi but excluding mugilidae,,,,,,,22.89296027,5.798395575,,,50.09216185,6.619313071
,Mugilidae,Marine fishes,73,1.9,8,0,2008,Egypt,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,4,0,,,12,0
,Mugilidae,Marine fishes,73,1.9,8,0,2008,Other countries,Average,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,4,0,,,12,0
,Mugilidae,Marine fishes,73,1.9,8,0,2008,World,Average,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,4,0,,,12,0
,,Carps,50,1.8,1.5,0,2008,China,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,0,0,,,3,0
,,Carps,50,1.8,0,0,2008,India,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,0,0,,,0,0
,,Carps,50,1.8,8,0,2008,Egypt,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,4,0,,,12,0
,,Carps,50,1.8,1.164304279,0,2008,Other countries,Average,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,0.052770372,0,,,2.275838187,0
,,Carps,50,1.8,1.164304279,0,2008,World,Average,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,0.052770372,0,,,2.275838187,0
,,Catfishes,73,1.5,0,0,2008,Viet Nam,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,0,0,,,5,0
,,Catfishes,73,1.5,0,0,2008,United States of America,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,0,0,,,0,0
,,Catfishes,73,1.5,10,4.5,2008,Mexico,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,3,3,,,12.5,6
,,Catfishes,73,1.5,5,0,2008,India,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,10,0,,,7.5,0
,,Catfishes,73,1.5,4.214269222,0.004668923,2008,Other countries,Average,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,0.010375384,0.003112615,,,8.41816306,0.006225231
,,Catfishes,73,1.5,4.214269222,0.004668923,2008,World,Average,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,0.010375384,0.003112615,,,8.41816306,0.006225231
,,Tilapias,85,1.7,1.5,0,2008,China,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,0,0,,,3,0
,,Tilapias,85,1.7,8,0,2008,Egypt,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,4,0,,,12,0
,,Tilapias,85,1.7,5,0,2008,Viet Nam,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,5,0,,,5,0
,,Tilapias,85,1.7,22.5,4,2008,Taiwan Province of China,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,20,3,,,25,5
,,Tilapias,85,1.7,5,0,2008,Ecuador,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,0,0,,,10,0
,,Tilapias,85,1.7,3.5,1,2008,United States of America,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,2,1,,,5,1
,,Tilapias,85,1.7,12.5,4.5,2008,Mexico,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,10,3,,,15,6
,,Tilapias,85,1.7,20,0,2008,Peru,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,20,0,,,20,0
,,Tilapias,85,1.7,16,0,2008,"Venezuela, Boliv Rep of",Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,16,0,,,16,0
,,Tilapias,85,1.7,4.240383881,0.164437165,2008,Other countries,Average,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,2.01665793,0.123044956,,,6.464109832,0.205829374
,,Tilapias,85,1.7,4.240383881,0.164437165,2008,World,Average,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,2.01665793,0.123044956,,,6.464109832,0.205829374
,,Eels,96,1.5,62.5,4,2008,Taiwan Province of China,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,60,3,,,65,5
,,Eels,96,1.5,55,18,2008,Denmark,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,55,18,,,55,18
,,Eels,96,1.5,61.82975871,5.251117069,2008,Other countries,Average,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,59.55317248,4.340482574,,,64.10634495,6.161751564
,,Eels,96,1.5,61.82975871,5.251117069,2008,World,Average,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,59.55317248,4.340482574,,,64.10634495,6.161751564
Chinese mitten crab,,Freshwater crustaceans,50,2,6.5,0.75,2008,China,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,0,0,,,13,1.5
Chinese mitten crab,,Freshwater crustaceans,50,2,6.5,0.75,2008,Other countries,Average,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,0,0,,,13,1.5
Chinese mitten crab,,Freshwater crustaceans,50,2,6.5,0.75,2008,World,Average,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,0,0,,,13,1.5
Crawfish/crayfish,,Freshwater crustaceans,50,2,7.5,4,2008,Australia,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,5,3,,,10,5
Crawfish/crayfish,,Freshwater crustaceans,50,2,7.5,4,2008,Other countries,Average,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,5,3,,,10,5
Crawfish/crayfish,,Freshwater crustaceans,50,2,7.5,4,2008,World,Average,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,5,3,,,10,5
Freshwater prawns,,Freshwater crustaceans,50,2,25,0.5,2008,China,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,20,0,,,30,1
Freshwater prawns,,Freshwater crustaceans,50,2,25,2.5,2008,India,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,20,2,,,30,3
Freshwater prawns,,Freshwater crustaceans,50,2,42.5,6,2008,Taiwan Province of China,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,20,5,,,65,7
Freshwater prawns,,Freshwater crustaceans,50,2,25.27937527,0.704031251,2008,Other countries,Average,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,20,0.196049101,,,30.55875055,1.212013402
Freshwater prawns,,Freshwater crustaceans,50,2,25.27937527,0.704031251,2008,World,Average,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,20,0.196049101,,,30.55875055,1.212013402
,,Milkfish,45,2,7.5,4,2008,Taiwan Province of China,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,5,3,,,10,5
,,Milkfish,45,2,7.5,4,2008,Other countries,Average,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,5,3,,,10,5
,,Milkfish,45,2,7.5,4,2008,World,Average,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,5,3,,,10,5
,,Misc. freshwater species,20,2,12.5,0,2008,China,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,7,0,,,18,0
,,Misc. freshwater species,20,2,12.5,0,2008,Other countries,Average,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,7,0,,,18,0
,,Misc. freshwater species,20,2,12.5,0,2008,World,Average,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,7,0,,,18,0
